ProductID,ProductName,Category,CostPrice,SellingPrice
P00118,Product 118,Clothing,1258.14,1797.34
P00119,Product 119,Clothing,423.02,604.31
P00120,Product 120,Furniture,674.15,963.07
P00121,Product 121,Grocery,61.22,87.46
P00122,Product 122,Grocery,850.63,1215.19
P00123,Product 123,Grocery,1381.89,1974.13
P00124,Product 124,Grocery,1080.72,1543.88
P00125,Product 125,Clothing,1259.56,1799.37
P00126,Product 126,Grocery,885.06,1264.37
P00127,Product 127,Furniture,613.79,876.85
P00128,Product 128,Grocery,953.13,1361.62
P00129,Product 129,Furniture,163.98,234.26
P00130,Product 130,Clothing,154.36,220.52
P00131,Product 131,Clothing,796.96,1138.51
P00132,Product 132,Clothing,578.1,825.85
P00133,Product 133,Electronics,216.12,308.75
P00134,Product 134,Electronics,1049.45,1499.22
P00135,Product 135,Electronics,329.53,470.76
P00136,Product 136,Grocery,300.36,429.08
P00137,Product 137,Grocery,1139.28,1627.54
P00138,Product 138,Furniture,41.18,58.83
P00139,Product 139,Grocery,1266.21,1808.87
P00140,Product 140,Grocery,1169.33,1670.47
P00141,Product 141,Furniture,1015.16,1450.23
P00142,Product 142,Grocery,947.39,1353.42
P00143,Product 143,Grocery,1242.43,1774.9
P00144,Product 144,Furniture,626.09,894.41
P00145,Product 145,Furniture,168.65,240.93
P00146,Product 146,Grocery,680.47,972.1
P00147,Product 147,Grocery,979.56,1399.37
P00148,Product 148,Electronics,983.23,1404.62
P00149,Product 149,Electronics,445.65,636.65
P00150,Product 150,Electronics,1284.53,1835.04
P00151,Product 151,Clothing,815.87,1165.53
P00152,Product 152,Clothing,1259.48,1799.26
P00153,Product 153,Electronics,726.26,1037.52
P00154,Product 154,Furniture,1351.09,1930.13
P00155,Product 155,Clothing,5.35,7.64
P00156,Product 156,Grocery,54.41,77.73
P00157,Product 157,Grocery,709.53,1013.61
P00158,Product 158,Furniture,1052.11,1503.01
P00159,Product 159,Electronics,1027.86,1468.37
P00160,Product 160,Grocery,356.69,509.55
P00161,Product 161,Grocery,431.38,616.25
P00162,Product 162,Grocery,1157.45,1653.5
P00163,Product 163,Furniture,508,725.71
P00164,Product 164,Electronics,88.02,125.74
P00165,Product 165,Grocery,63.23,90.33
P00166,Product 166,Grocery,423.28,604.68
P00167,Product 167,Grocery,150.98,215.69
P00168,Product 168,Clothing,738.6,1055.14
P00169,Product 169,Grocery,727.82,1039.74
P00170,Product 170,Furniture,439.8,628.29
P00171,Product 171,Electronics,1245.84,1779.77
P00172,Product 172,Furniture,1381.22,1973.17
P00173,Product 173,Clothing,222.64,318.06
P00174,Product 174,Clothing,1125.12,1607.31
P00175,Product 175,Grocery,706.4,1009.15
P00176,Product 176,Grocery,1224.8,1749.71
P00177,Product 177,Clothing,1183.55,1690.79
P00178,Product 178,Grocery,500.84,715.49
P00179,Product 179,Electronics,137.11,195.87
P00180,Product 180,Grocery,743.72,1062.46
P00181,Product 181,Furniture,480.83,686.9
P00182,Product 182,Furniture,1173.72,1676.75
P00183,Product 183,Electronics,379.43,542.04
P00184,Product 184,Electronics,798.09,1140.13
P00185,Product 185,Clothing,193.09,275.85
P00186,Product 186,Grocery,647.47,924.96
P00187,Product 187,Grocery,465.59,665.13
P00188,Product 188,Clothing,211.91,302.73
P00189,Product 189,Electronics,371.51,530.73
P00190,Product 190,Grocery,415.51,593.58
P00191,Product 191,Grocery,233.2,333.14
P00192,Product 192,Grocery,987.62,1410.88
P00193,Product 193,Furniture,77.39,110.56
P00194,Product 194,Grocery,187.01,267.16
P00195,Product 195,Grocery,448.62,640.88
P00196,Product 196,Furniture,1279.28,1827.55
P00197,Product 197,Electronics,151.24,216.06
P00198,Product 198,Clothing,276.54,395.06
P00199,Product 199,Furniture,966.13,1380.19
P00200,Product 200,Clothing,1350.05,1928.64
P00201,Product 201,Electronics,880.26,1257.52
P00202,Product 202,Electronics,709.04,1012.92
P00203,Product 203,Electronics,282.82,404.03
P00204,Product 204,Grocery,1138.93,1627.04
P00205,Product 205,Furniture,1193.76,1705.37
P00206,Product 206,Clothing,228.88,326.97
P00207,Product 207,Electronics,200.12,285.88
P00208,Product 208,Clothing,976.19,1394.56
P00209,Product 209,Electronics,1308.14,1868.77
P00210,Product 210,Furniture,1300.15,1857.36
P00211,Product 211,Clothing,1067.42,1524.89
P00212,Product 212,Grocery,1393.2,1990.29
P00213,Product 213,Furniture,1244.07,1777.25
P00214,Product 214,Grocery,1363.03,1947.18
P00215,Product 215,Furniture,529.09,755.84
P00216,Product 216,Clothing,486.09,694.41
P00217,Product 217,Furniture,97.85,139.79
P00218,Product 218,Grocery,729.18,1041.68
P00219,Product 219,Furniture,86.36,123.37
P00220,Product 220,Furniture,1290,1842.86
P00221,Product 221,Grocery,57.41,82.02
P00222,Product 222,Clothing,1223.73,1748.18
P00223,Product 223,Grocery,945.38,1350.54
P00224,Product 224,Electronics,63.75,91.07
P00225,Product 225,Grocery,848.84,1212.63
P00226,Product 226,Furniture,953.55,1362.22
P00227,Product 227,Grocery,1208.98,1727.12
P00228,Product 228,Electronics,412.24,588.92
P00229,Product 229,Electronics,1330.15,1900.22
P00230,Product 230,Grocery,734.2,1048.86
P00231,Product 231,Electronics,369.01,527.16
P00232,Product 232,Furniture,802.47,1146.38
P00233,Product 233,Furniture,135.95,194.22
P00234,Product 234,Clothing,1342.84,1918.35
P00235,Product 235,Electronics,1375.32,1964.74
P00236,Product 236,Furniture,662.36,946.23
P00237,Product 237,Furniture,811.97,1159.95
P00238,Product 238,Electronics,222,317.15
P00239,Product 239,Electronics,313.21,447.44
P00240,Product 240,Electronics,837.03,1195.76
P00241,Product 241,Furniture,393.7,562.43
P00242,Product 242,Grocery,433.08,618.69
P00243,Product 243,Clothing,253.84,362.63
P00244,Product 244,Grocery,1310.31,1871.87
P00245,Product 245,Clothing,885.83,1265.47
P00246,Product 246,Furniture,649.81,928.3
P00247,Product 247,Clothing,1034.14,1477.34
P00248,Product 248,Electronics,441.34,630.48
P00249,Product 249,Clothing,1007.2,1438.86
P00250,Product 250,Electronics,633.39,904.84
P00251,Product 251,Grocery,756.94,1081.35
P00252,Product 252,Furniture,1332.23,1903.19
P00253,Product 253,Clothing,486.32,694.74
P00254,Product 254,Grocery,1303.6,1862.29
P00255,Product 255,Grocery,556.37,794.82
P00256,Product 256,Electronics,172.34,246.2
P00257,Product 257,Furniture,935.63,1336.61
P00258,Product 258,Furniture,1108.55,1583.64
P00259,Product 259,Grocery,722.15,1031.65
P00260,Product 260,Clothing,78.98,112.83
P00261,Product 261,Grocery,464.95,664.21
P00262,Product 262,Electronics,1077.69,1539.56
P00263,Product 263,Clothing,1272.53,1817.9
P00264,Product 264,Furniture,199.55,285.07
P00265,Product 265,Furniture,676.63,966.62
P00266,Product 266,Electronics,590.65,843.79
P00267,Product 267,Clothing,139.54,199.34
P00268,Product 268,Grocery,1034.91,1478.45
P00269,Product 269,Grocery,1013,1447.15
P00270,Product 270,Grocery,1086.43,1552.05
P00271,Product 271,Electronics,629.78,899.69
P00272,Product 272,Clothing,1253.81,1791.16
P00273,Product 273,Clothing,811.59,1159.42
P00274,Product 274,Furniture,1045.68,1493.83
P00275,Product 275,Grocery,1143.28,1633.26
P00276,Product 276,Electronics,605.68,865.26
P00277,Product 277,Furniture,1251.66,1788.09
P00278,Product 278,Furniture,417.65,596.64
P00279,Product 279,Furniture,71.42,102.03
P00280,Product 280,Clothing,452.63,646.61
P00281,Product 281,Clothing,1148.92,1641.32
P00282,Product 282,Grocery,296.96,424.23
P00283,Product 283,Clothing,335.33,479.05
P00284,Product 284,Grocery,837.22,1196.03
P00285,Product 285,Clothing,986.24,1408.91
P00286,Product 286,Clothing,1146.33,1637.62
P00287,Product 287,Furniture,691.81,988.3
P00288,Product 288,Grocery,151.66,216.66
P00289,Product 289,Grocery,901.41,1287.73
P00290,Product 290,Electronics,685.83,979.76
P00291,Product 291,Grocery,1224.82,1749.75
P00292,Product 292,Grocery,385.59,550.84
P00293,Product 293,Electronics,157.44,224.92
P00294,Product 294,Clothing,746.7,1066.71
P00295,Product 295,Furniture,490.01,700.02
P00296,Product 296,Grocery,665.5,950.71
P00297,Product 297,Grocery,1065.53,1522.18
P00298,Product 298,Electronics,364.73,521.04
P00299,Product 299,Electronics,1185.56,1693.65
P00300,Product 300,Electronics,1306.49,1866.41
P00301,Product 301,Furniture,817.58,1167.97
P00302,Product 302,Furniture,648.88,926.97
P00303,Product 303,Electronics,701.57,1002.25
P00304,Product 304,Furniture,865.7,1236.71
P00305,Product 305,Clothing,228.33,326.19
P00306,Product 306,Furniture,1041.22,1487.46
P00307,Product 307,Grocery,393.3,561.85
P00308,Product 308,Electronics,763.13,1090.19
P00309,Product 309,Electronics,1254.01,1791.44
P00310,Product 310,Clothing,168.43,240.61
P00311,Product 311,Grocery,189.41,270.58
P00312,Product 312,Furniture,297.85,425.5
P00313,Product 313,Grocery,1056.13,1508.76
P00314,Product 314,Electronics,1256.51,1795.02
P00315,Product 315,Electronics,1046.52,1495.03
P00316,Product 316,Furniture,1156.47,1652.1
P00317,Product 317,Furniture,648.65,926.64
P00318,Product 318,Electronics,589.27,841.82
P00319,Product 319,Furniture,1329.85,1899.78
P00320,Product 320,Electronics,798.55,1140.78
P00321,Product 321,Clothing,259.66,370.95
P00322,Product 322,Grocery,760.01,1085.73
P00323,Product 323,Furniture,1169.76,1671.09
P00324,Product 324,Grocery,941.26,1344.66
P00325,Product 325,Grocery,939.71,1342.44
P00326,Product 326,Furniture,279.08,398.68
P00327,Product 327,Electronics,716.39,1023.42
P00328,Product 328,Grocery,1243.89,1776.99
P00329,Product 329,Grocery,525.77,751.1
P00330,Product 330,Grocery,1340.72,1915.32
P00331,Product 331,Clothing,57.53,82.19
P00332,Product 332,Electronics,355.93,508.47
P00333,Product 333,Clothing,1087.82,1554.03
P00334,Product 334,Furniture,610.01,871.44
P00335,Product 335,Grocery,781.91,1117.01
P00336,Product 336,Clothing,994.49,1420.7
P00337,Product 337,Electronics,8.98,12.83
P00338,Product 338,Clothing,919.11,1313.02
P00339,Product 339,Grocery,1288.31,1840.44
P00340,Product 340,Electronics,154.4,220.57
P00341,Product 341,Furniture,946.02,1351.46
P00342,Product 342,Furniture,221.72,316.75
P00343,Product 343,Electronics,604.27,863.25
P00344,Product 344,Electronics,271.88,388.4
P00345,Product 345,Clothing,1041.85,1488.36
P00346,Product 346,Electronics,178.07,254.39
P00347,Product 347,Electronics,294.94,421.35
P00348,Product 348,Furniture,461.48,659.26
P00349,Product 349,Clothing,58.6,83.72
P00350,Product 350,Grocery,298.01,425.73
P00351,Product 351,Furniture,654.21,934.59
P00352,Product 352,Grocery,1187.35,1696.21
P00353,Product 353,Clothing,1241.82,1774.03
P00354,Product 354,Clothing,1360.89,1944.13
P00355,Product 355,Grocery,141.55,202.22
P00356,Product 356,Furniture,1391.41,1987.73
P00357,Product 357,Clothing,242.56,346.51
P00358,Product 358,Grocery,252.85,361.22
P00359,Product 359,Furniture,348.66,498.08
P00360,Product 360,Clothing,317.32,453.31
P00361,Product 361,Clothing,1347.67,1925.24
P00362,Product 362,Electronics,361.91,517.02
P00363,Product 363,Electronics,253.26,361.8
P00364,Product 364,Furniture,8.37,11.96
P00365,Product 365,Furniture,521.04,744.34
P00366,Product 366,Grocery,955.88,1365.54
P00367,Product 367,Clothing,357.99,511.42
P00368,Product 368,Grocery,780.51,1115.01
P00369,Product 369,Electronics,416.84,595.48
P00370,Product 370,Grocery,21.52,30.75
P00371,Product 371,Electronics,603.67,862.39
P00372,Product 372,Grocery,1305.25,1864.64
P00373,Product 373,Clothing,5.99,8.55
P00374,Product 374,Clothing,763.35,1090.5
P00375,Product 375,Grocery,60.85,86.93
P00376,Product 376,Electronics,110.91,158.45
P00377,Product 377,Furniture,1188.77,1698.24
P00378,Product 378,Clothing,399.31,570.44
P00379,Product 379,Grocery,552.01,788.58
P00380,Product 380,Clothing,843.42,1204.89
P00381,Product 381,Grocery,1129.04,1612.91
P00382,Product 382,Electronics,226.25,323.22
P00383,Product 383,Grocery,898.58,1283.69
P00384,Product 384,Clothing,277.73,396.76
P00385,Product 385,Clothing,1057.87,1511.24
P00386,Product 386,Electronics,844.46,1206.37
P00387,Product 387,Electronics,182.46,260.66
P00388,Product 388,Furniture,483.52,690.74
P00389,Product 389,Clothing,1334.49,1906.42
P00390,Product 390,Clothing,13.27,18.96
P00391,Product 391,Electronics,968.86,1384.09
P00392,Product 392,Clothing,1268.05,1811.5
P00393,Product 393,Electronics,1339.25,1913.22
P00394,Product 394,Grocery,1244.39,1777.7
P00395,Product 395,Electronics,1169.55,1670.79
P00396,Product 396,Furniture,1222.24,1746.06
P00397,Product 397,Furniture,1153.17,1647.39
P00398,Product 398,Furniture,1086.83,1552.61
P00399,Product 399,Clothing,160.98,229.97
P00400,Product 400,Clothing,737.38,1053.4
P00401,Product 401,Furniture,1238.75,1769.65
P00402,Product 402,Grocery,13.82,19.75
P00403,Product 403,Electronics,247.95,354.21
P00404,Product 404,Electronics,1313.16,1875.94
P00405,Product 405,Electronics,888.25,1268.93
P00406,Product 406,Grocery,1351.31,1930.44
P00407,Product 407,Grocery,1217.98,1739.97
P00408,Product 408,Electronics,1255.27,1793.24
P00409,Product 409,Grocery,1076.51,1537.87
P00410,Product 410,Furniture,1373.18,1961.68
P00411,Product 411,Clothing,734.06,1048.65
P00412,Product 412,Furniture,572.73,818.19
P00413,Product 413,Grocery,1058.55,1512.21
P00414,Product 414,Clothing,720.28,1028.97
P00415,Product 415,Furniture,431.6,616.57
P00416,Product 416,Clothing,1281.18,1830.26
P00417,Product 417,Electronics,693.72,991.03
P00418,Product 418,Grocery,575.13,821.61
P00419,Product 419,Furniture,202.5,289.28
P00420,Product 420,Grocery,477.43,682.05
P00421,Product 421,Furniture,1035.8,1479.72
P00422,Product 422,Furniture,838.59,1197.98
P00423,Product 423,Electronics,870.73,1243.9
P00424,Product 424,Electronics,858.96,1227.09
P00425,Product 425,Electronics,1180.92,1687.03
P00426,Product 426,Furniture,243.54,347.92
P00427,Product 427,Clothing,1082.97,1547.1
P00428,Product 428,Electronics,1060.93,1515.62
P00429,Product 429,Grocery,1037.55,1482.21
P00430,Product 430,Grocery,441.43,630.62
P00431,Product 431,Electronics,152.82,218.32
P00432,Product 432,Furniture,1333.06,1904.37
P00433,Product 433,Electronics,738.81,1055.45
P00434,Product 434,Grocery,779.02,1112.89
P00435,Product 435,Furniture,383.59,547.98
P00436,Product 436,Grocery,126.88,181.26
P00437,Product 437,Electronics,1024.02,1462.88
P00438,Product 438,Electronics,345.28,493.26
P00439,Product 439,Electronics,969.07,1384.38
P00440,Product 440,Electronics,1245.05,1778.64
P00441,Product 441,Furniture,869.78,1242.54
P00442,Product 442,Electronics,191.32,273.32
P00443,Product 443,Clothing,833.7,1191
P00444,Product 444,Grocery,757.59,1082.27
P00445,Product 445,Clothing,234.55,335.07
P00446,Product 446,Clothing,1389.55,1985.07
P00447,Product 447,Clothing,594.73,849.61
P00448,Product 448,Electronics,434.91,621.3
P00449,Product 449,Electronics,698.11,997.3
P00450,Product 450,Electronics,561.27,801.82
P00451,Product 451,Grocery,459.65,656.64
P00452,Product 452,Clothing,1243.89,1776.98
P00453,Product 453,Electronics,436.76,623.94
P00454,Product 454,Clothing,1039.7,1485.29
P00455,Product 455,Clothing,1051.66,1502.37
P00456,Product 456,Electronics,489.29,698.98
P00457,Product 457,Clothing,681.88,974.11
P00458,Product 458,Electronics,1248.43,1783.47
P00459,Product 459,Grocery,960.35,1371.93
P00460,Product 460,Furniture,305.21,436.02
P00461,Product 461,Furniture,317.03,452.9
P00462,Product 462,Clothing,163.65,233.79
P00463,Product 463,Electronics,435.48,622.12
P00464,Product 464,Clothing,365.95,522.78
P00465,Product 465,Electronics,926.16,1323.09
P00466,Product 466,Furniture,670.85,958.35
P00467,Product 467,Clothing,178.33,254.76
P00468,Product 468,Furniture,12.94,18.49
P00469,Product 469,Furniture,218.7,312.43
P00470,Product 470,Clothing,298.12,425.89
P00471,Product 471,Electronics,1114.32,1591.89
P00472,Product 472,Furniture,434.58,620.83
P00473,Product 473,Furniture,597.6,853.71
P00474,Product 474,Grocery,1275.87,1822.67
P00475,Product 475,Furniture,1105.06,1578.65
P00476,Product 476,Clothing,764.62,1092.32
P00477,Product 477,Furniture,741.66,1059.51
P00478,Product 478,Clothing,260.71,372.45
P00479,Product 479,Electronics,1110.61,1586.58
P00480,Product 480,Electronics,189.31,270.45
P00481,Product 481,Grocery,1040.65,1486.65
P00482,Product 482,Furniture,455.45,650.64
P00483,Product 483,Electronics,243.61,348.01
P00484,Product 484,Electronics,789.89,1128.41
P00485,Product 485,Grocery,1319.13,1884.47
P00486,Product 486,Clothing,671.95,959.93
P00487,Product 487,Grocery,889.58,1270.83
P00488,Product 488,Electronics,831.37,1187.67
P00489,Product 489,Furniture,246.11,351.58
P00490,Product 490,Clothing,1017.08,1452.97
P00491,Product 491,Clothing,1316.03,1880.05
P00492,Product 492,Electronics,610.16,871.66
P00493,Product 493,Furniture,1109.52,1585.03
P00494,Product 494,Clothing,778.52,1112.17
P00495,Product 495,Furniture,1259.25,1798.93
P00496,Product 496,Electronics,1333.81,1905.44
P00497,Product 497,Furniture,47.46,67.8
P00498,Product 498,Furniture,538.91,769.87
P00499,Product 499,Furniture,472.59,675.13
P00500,Product 500,Electronics,563.09,804.42
P00501,Product 501,Furniture,1124.59,1606.56
P00502,Product 502,Electronics,405.5,579.28
P00503,Product 503,Electronics,821.48,1173.55
P00504,Product 504,Electronics,77.68,110.97
P00505,Product 505,Electronics,1199.88,1714.12
P00506,Product 506,Furniture,176.36,251.94
P00507,Product 507,Grocery,730.17,1043.1
P00508,Product 508,Grocery,1382.68,1975.26
P00509,Product 509,Grocery,812.29,1160.41
P00510,Product 510,Clothing,1257.14,1795.92
P00511,Product 511,Clothing,421.04,601.48
P00512,Product 512,Electronics,930.67,1329.53
P00513,Product 513,Electronics,222.87,318.39
P00514,Product 514,Electronics,46.94,67.06
P00515,Product 515,Grocery,1057.89,1511.27
P00516,Product 516,Clothing,362.7,518.15
P00517,Product 517,Furniture,272.63,389.47
P00518,Product 518,Furniture,557.97,797.1
P00519,Product 519,Electronics,501.67,716.67
P00520,Product 520,Clothing,262.83,375.47
P00521,Product 521,Furniture,179.13,255.9
P00522,Product 522,Grocery,184.25,263.22
P00523,Product 523,Grocery,303.34,433.34
P00524,Product 524,Clothing,32.65,46.65
P00525,Product 525,Furniture,629.47,899.25
P00526,Product 526,Clothing,12.12,17.31
P00527,Product 527,Furniture,231.68,330.97
P00528,Product 528,Electronics,1353.89,1934.13
P00529,Product 529,Furniture,1083.14,1547.34
P00530,Product 530,Electronics,203.74,291.06
P00531,Product 531,Clothing,831.77,1188.24
P00532,Product 532,Clothing,178.11,254.44
P00533,Product 533,Furniture,685.01,978.58
P00534,Product 534,Clothing,530.47,757.82
P00535,Product 535,Furniture,189.07,270.1
P00536,Product 536,Electronics,1354.47,1934.96
P00537,Product 537,Furniture,958.99,1369.99
P00538,Product 538,Electronics,1353.5,1933.57
P00539,Product 539,Electronics,49.88,71.25
P00540,Product 540,Furniture,1008.22,1440.31
P00541,Product 541,Electronics,323.43,462.04
P00542,Product 542,Grocery,48.25,68.93
P00543,Product 543,Grocery,839.15,1198.78
P00544,Product 544,Clothing,941.29,1344.7
P00545,Product 545,Electronics,1242.84,1775.49
P00546,Product 546,Furniture,289.91,414.16
P00547,Product 547,Furniture,492.94,704.2
P00548,Product 548,Grocery,6.61,9.44
P00549,Product 549,Grocery,481.28,687.54
P00550,Product 550,Electronics,941.07,1344.38
P00551,Product 551,Clothing,65.86,94.08
P00552,Product 552,Grocery,511.86,731.23
P00553,Product 553,Furniture,1248.93,1784.19
P00554,Product 554,Furniture,493.1,704.43
P00555,Product 555,Grocery,1031.63,1473.76
P00556,Product 556,Furniture,403.56,576.51
P00557,Product 557,Furniture,387.58,553.69
P00558,Product 558,Clothing,1187.79,1696.85
P00559,Product 559,Electronics,612.39,874.84
P00560,Product 560,Grocery,1248.01,1782.87
P00561,Product 561,Grocery,1141.67,1630.96
P00562,Product 562,Electronics,1122.03,1602.9
P00563,Product 563,Clothing,870.46,1243.51
P00564,Product 564,Grocery,1006.5,1437.86
P00565,Product 565,Clothing,723.02,1032.88
P00566,Product 566,Electronics,542.15,774.5
P00567,Product 567,Electronics,228.86,326.94
P00568,Product 568,Clothing,1061.8,1516.86
P00569,Product 569,Electronics,417.41,596.3
P00570,Product 570,Electronics,1292.78,1846.83
P00571,Product 571,Furniture,1012.24,1446.06
P00572,Product 572,Electronics,1115.53,1593.62
P00573,Product 573,Clothing,246.26,351.8
P00574,Product 574,Clothing,1371.87,1959.81
P00575,Product 575,Clothing,905.59,1293.7
P00576,Product 576,Clothing,1337.74,1911.06
P00577,Product 577,Grocery,1286.31,1837.58
P00578,Product 578,Furniture,230.84,329.77
P00579,Product 579,Furniture,104.69,149.56
P00580,Product 580,Electronics,155.78,222.54
P00581,Product 581,Electronics,1389.21,1984.58
P00582,Product 582,Electronics,348.35,497.65
P00583,Product 583,Grocery,1034.38,1477.69
P00584,Product 584,Clothing,1229.23,1756.04
P00585,Product 585,Grocery,969.22,1384.6
P00586,Product 586,Grocery,298.65,426.64
P00587,Product 587,Electronics,1231.8,1759.71
P00588,Product 588,Furniture,1160.05,1657.22
P00589,Product 589,Clothing,608.24,868.91
P00590,Product 590,Clothing,45.41,64.87
P00591,Product 591,Furniture,929.54,1327.92
P00592,Product 592,Clothing,735.76,1051.09
P00593,Product 593,Furniture,607.05,867.22
P00594,Product 594,Furniture,953.86,1362.65
P00595,Product 595,Grocery,310.39,443.41
P00596,Product 596,Clothing,964.57,1377.96
P00597,Product 597,Electronics,315.73,451.04
P00598,Product 598,Furniture,647.54,925.06
P00599,Product 599,Electronics,987.01,1410.02
P00600,Product 600,Electronics,95.76,136.8
P00601,Product 601,Furniture,681.48,973.54
P00602,Product 602,Grocery,674.29,963.27
P00603,Product 603,Clothing,1265.14,1807.35
P00604,Product 604,Grocery,1024.81,1464.02
P00605,Product 605,Grocery,589.96,842.8
P00606,Product 606,Furniture,740.05,1057.21
P00607,Product 607,Electronics,770.12,1100.17
P00608,Product 608,Clothing,1282.11,1831.58
P00609,Product 609,Grocery,9.58,13.69
P00610,Product 610,Furniture,423.99,605.7
P00611,Product 611,Grocery,1062.82,1518.31
